Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
12/01/2016,12:27:00,MCP,"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,FENTON ST AND WAYNE AVE,38.9950316666667,-77.024095,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,HYUNDAI,SONATA SPORT,RED,Warning,16-105(b1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9950316666667, -77.024095)"
11/23/2016,21:38:00,MCP,"2nd district, Bethesda",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,MONTGOMERY AVE @ WAVERLY ST,38.9842783333333,-77.091605,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,ACCORD,RED,Warning,13-411(c1),Transportation Article,No,ASIAN,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(38.9842783333333, -77.091605)"
12/01/2016,10:28:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,370 W/B @ 270,39.1205783333333,-77.20182,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,FIAT,2D,WHITE,Warning,21-801(a),Transportation Article,No,WHITE,F,NORTH POTOMAC,MD,MD,Q - Marked Laser,"(39.1205783333333, -77.20182)"
05/30/2012,22:30:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,QUINCE ORCHARD / HILLSTONE,39.1215592333333,-77.2501670833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,FORD,ESCAPE,BLUE,Citation,21-902(b1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1215592333333, -77.2501670833333)"
05/06/2012,00:40:00,MCP,"6th district, Gaithersburg / Montgomery Village",CAUSE TO BE DISPLAYED SUSPENDED LIC.,11606 MIDDLEBROOK RD,39.1788797333333,-77.2399830166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,ACCORD,SILVER,Citation,16-301(e),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1788797333333, -77.2399830166667)"
11/26/2016,11:32:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,BEL PRE RD /HOMECREST RD,39.0917616666667,-77.0625816666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,HYUNDAI,4S,SILVER,Warning,13-411(f),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0917616666667, -77.0625816666667)"
04/27/2013,21:24:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,RIVER RD / CARDEROCK SPRINGS,38.9947140333333,-77.1655198166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,CHEV,TK,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,BALTIMORE,MD,MD,A - Marked Patrol,"(38.9947140333333, -77.1655198166667)"
06/09/2015,00:13:00,MCP,"4th district, Wheaton",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FAILING TO STOP,VEIRS MILL RD/EAST AVE,39.0584566666667,-77.04797,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,CHEVROLET,BLAZER,BLACK,Citation,21-904(b1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0584566666667, -77.04797)"
05/12/2015,08:26:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,WOOTTON PKWY @ PRESERVE PKWY,39.067535,-77.14941,No,No,No,No,No,No,No,No,No,No,VA,28 - Other,2002.0,FORD,ECONOLINE,WHITE,Citation,16-303(d),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.067535, -77.14941)"
06/09/2015,00:13:00,MCP,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL OR AT STEADY RED ARROW SIGNAL,VEIRS MILL RD/EAST AVE,39.0584566666667,-77.04797,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,CHEVROLET,BLAZER,BLACK,Citation,21-202(h),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0584566666667, -77.04797)"
08/08/2014,21:14:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,DARNESTOWN RD @ EDISON PARK DR,39.111,-77.2393216666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,DODGE,CARIVAN,WHITE,Citation,16-303(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.111, -77.2393216666667)"
11/23/2016,07:42:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,HALPINE RD AT CHAPMAN AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,MERZ,VN,WHITE,Warning,21-707(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
11/13/2012,23:51:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,CONNECTICUT AVE @ BRADLEY LN,38.9759431833333,-77.0772322333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,JAGUAR,4S,BLACK,Citation,13-411(f),Transportation Article,No,BLACK,F,LARGO,MD,MD,A - Marked Patrol,"(38.9759431833333, -77.0772322333333)"
11/26/2016,23:38:00,MCP,"5th district, Germantown",FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,19300 BLK GERMANTOWN RD,39.1710816666667,-77.2778166666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,LEXS,4H,BLACK,Warning,13-414(a),Transportation Article,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1710816666667, -77.2778166666667)"
11/24/2016,22:40:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,ROCKVILLE PIKE/EDSON LN,39.03837,-77.1084966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,CHEV,4S,BLACK,Warning,21-801(a),Transportation Article,No,OTHER,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.03837, -77.1084966666667)"
02/13/2012,14:46:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,RANDOLPH RD AT SHERWOOD FOREST DR,39.072922,-77.0081652,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992.0,HONDA,CIVIC,PURPLE,Citation,22-412.3(b),Transportation Article,No,OTHER,M,MANASSAS,VA,VA,A - Marked Patrol,"(39.072922, -77.0081652)"
05/21/2015,22:45:00,MCP,"3rd district, Silver Spring","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",753 SILVER SPRING AVE,38.9918533333333,-77.0212433333333,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2003.0,LNDR,SUV,GREEN,Citation,21-1101(a),Transportation Article,No,ASIAN,M,FLUSHING,NY,NY,A - Marked Patrol,"(38.9918533333333, -77.0212433333333)"
11/27/2016,22:41:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,108/PRINCE PHILLIP DR,39.1507783333333,-77.0572333333333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1995.0,CHEVY,TK,"BLUE, DARK",Warning,22-219(a),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.1507783333333, -77.0572333333333)"
03/16/2015,02:04:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,QUINCE ORCHARD RD. @ CLOPPER RD.,39.14757,-77.2321433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,BMW,4S,BLACK,Citation,21-201(a1),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.14757, -77.2321433333333)"
03/27/2012,00:18:00,MCP,"2nd district, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,1703 EAST WEST HWY,38.9835074833333,-77.0929600333333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1996.0,MAZDA,PROTEGE,GREEN,Citation,21-309(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9835074833333, -77.0929600333333)"
11/27/2016,20:11:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,N/B GEORGIA AVE @  HILLCREST AVE.,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,HYUNDAI,4S,BLACK,Warning,22-219(a),Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,
11/25/2016,22:44:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,NORFOLK AVE AT RUGBY AVE,38.990395,-77.0999966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,BMW,X5,BLACK,Warning,21-502(a2),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.990395, -77.0999966666667)"
04/28/2015,22:30:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NB GEORGIA AVENUE @ LAYHILL ROAD,39.060935,-77.0507733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,MAZDA,3,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,F,BALTIMORE,MD,XX,A - Marked Patrol,"(39.060935, -77.0507733333333)"
11/30/2016,23:14:00,MCP,"6th district, Gaithersburg / Montgomery Village",USE LAMPS ON MOTOR VEH CHANGING ORIGINAL DESIGN,418 ALLIED PL,39.1510483333333,-77.19131,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,DODG,RAM,SILVER,Warning,22-230(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1510483333333, -77.19131)"
01/16/2015,10:04:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE,118 AT DAWSON FARM,39.17197,-77.27714,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013.0,DODGE,DURANGO,SILVER,Citation,16-303(g),Transportation Article,No,BLACK,M,GERMANTOWN,MD,DC,Q - Marked Laser,"(39.17197, -77.27714)"
11/25/2016,16:17:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE/HEWITT AVE,39.4265533333333,-77.429635,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,TOYOTA,CAMRY,BLUE,Warning,13-409(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.4265533333333, -77.429635)"
11/27/2016,06:46:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,DARNESTOWN RD / ALDERWOOD DR,39.102295,-77.2086183333333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,ACCORD,BEIGE,Warning,13-409(b),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.102295, -77.2086183333333)"
01/11/2016,14:40:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,EB 370 @ SHADY GROVE METRO ENTRANCE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,INFINITY,4DR,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,G - Marked Moving Radar (Stationary),
11/23/2016,23:07:00,MCP,"5th district, Germantown",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,ROCKVILLE PIKE AT S. WOOD RD.,38.9986466666667,-77.0967383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,LNDR,TK,BLACK,Warning,22-406(i1),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9986466666667, -77.0967383333333)"
04/17/2013,11:45:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RANDOLPH ROAD/KEMP MILL ROAD,39.06656655,-77.0293449666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HOND,VN,BLUE,Citation,13-401(h),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06656655, -77.0293449666667)"
01/18/2014,18:24:00,MCP,"6th district, Gaithersburg / Montgomery Village",UNSAFE LANE CHANGING,SHADY GROVE/270,39.1103183333333,-77.18791,No,No,No,No,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,2001.0,FORD,F250,"BLUE, DARK",Citation,21-309(b),Transportation Article,No,HISPANIC,M,REISTERSTOWN,MD,XX,A - Marked Patrol,"(39.1103183333333, -77.18791)"
11/25/2016,06:23:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,FOREST GLEN RD/DAMERON,39.0156833333333,-77.03535,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2001.0,GMC,YUKON,GRAY,Warning,13-411(f),Transportation Article,No,BLACK,F,DISTRICT HEIGHTS,MD,VA,A - Marked Patrol,"(39.0156833333333, -77.03535)"
09/13/2014,15:51:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RT198/29,39.1113083333333,-76.931495,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2000.0,NISSAN,MAXIMA,GOLD,Citation,13-411(f),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1113083333333, -76.931495)"
02/18/2015,03:40:00,MCP,"4th district, Wheaton","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",PARKING LOT OF 18143 VILLAGE CENTER DR,39.15305,-77.0633916666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2013.0,FORD,4D,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,NEW CARROLLTON,MD,MD,A - Marked Patrol,"(39.15305, -77.0633916666667)"
06/24/2013,13:46:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,INTERSTATE 270 N/B @ WEST MONTGOMERY,39.10411975,-77.1812166833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,VOLVO,XC90,WHITE,Citation,13-409(b),Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.10411975, -77.1812166833333)"
11/28/2016,21:53:00,MCP,"5th district, Germantown",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,GERMANTOWN RD @ MIDDLEBROOK RD,39.1799966666667,-77.2656066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,AVALON,BLACK,Warning,16-116(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1799966666667, -77.2656066666667)"
11/23/2016,06:48:00,MCP,"3rd district, Silver Spring",DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,GEORGIA AVE @ COLESVILLE RD,38.997055,-77.027645,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2016.0,HONDA,HRV,BLACK,Warning,21-201(a2),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.997055, -77.027645)"
11/24/2016,00:10:00,MCP,"5th district, Germantown",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,I270NB RAMP/MONTGOMERY VILLAGE AVE,39.1489366666667,-77.2147033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,SUBURU,WAGON,MULTICOLOR,Warning,13-411(a),Transportation Article,No,WHITE,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1489366666667, -77.2147033333333)"
03/01/2014,09:14:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,OLD GEORGETOWN RD X NICHOLSON LA,39.0432433333333,-77.121165,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,VOLK,2S,GREEN,Citation,13-401(h),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0432433333333, -77.121165)"
11/25/2016,21:18:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO STOP AT STOP SIGN,CONTOUR RD/ LOST KNIFE RD.,39.1539916666667,-77.2003333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,FORD,F150,GRAY,Warning,21-707(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1539916666667, -77.2003333333333)"
11/25/2016,23:38:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OLD GEORGETOWN RD @ BATTERY LA,38.9896683333333,-77.1024733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,NISSAN,VERSA,SILVER,Warning,21-201(a1),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9896683333333, -77.1024733333333)"
11/22/2016,23:11:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FIELDS / ELLINGSON,39.1163366666667,-77.205185,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,HONDA,CIVIC,SILVER,Warning,13-409(b),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1163366666667, -77.205185)"
07/26/2014,04:31:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE/ DAYTON ST,39.0276666666667,-77.0467783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,ISUZU,RODEO,"GREEN, DK",Citation,21-309(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0276666666667, -77.0467783333333)"
05/04/2013,09:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED PROPERTY DAMAGE,MUNCASTER MILL ROAD / LAYTONIA DRIVE,39.1537189166667,-77.1537621,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1997.0,HOND,4S,BEIGE,Citation,20-103(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1537189166667, -77.1537621)"
11/30/2016,15:43:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE RIGHT OF CENTER,RTE 650 & TUCKER LN,39.1434333333333,-77.0011766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,ACCORD,BLACK,Warning,21-301(a),Transportation Article,No,BLACK,F,SANDY SPRING,MD,MD,A - Marked Patrol,"(39.1434333333333, -77.0011766666667)"
12/01/2016,09:22:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,AMITY DR & EPSILON,39.1385116666667,-77.1632383333333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2016.0,VOLV,TK,BLACK,Warning,21-707(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1385116666667, -77.1632383333333)"
11/27/2016,14:43:00,MCP,"2nd district, Bethesda",PARKING UNREGISTERED MOTOR VEHICLE,PARKED IN FRONT OF 3916 BLACKTHORN ST,38.9871233333333,-77.0794566666667,No,No,No,No,No,No,No,No,No,No,CT,02 - Automobile,2012.0,TOYOTA,HIGHLANDER,"BLUE, DARK",Warning,13-402(a2),Transportation Article,No,OTHER,F,GREENWICH,CT,CT,A - Marked Patrol,"(38.9871233333333, -77.0794566666667)"
11/28/2016,10:54:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PARKLAND DR @ FAROE PL,39.070005,-77.0876,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HONDA,ODYSSEY,"BLUE, DARK",Warning,21-201(a1),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.070005, -77.0876)"
11/25/2016,18:06:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RANDOLPH RD @ DEWEY RD,39.0534683333333,-77.09049,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,DODGE,CHARGER,SILVER,Warning,13-409(b),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0534683333333, -77.09049)"
10/27/2012,22:06:00,MCP,"3rd district, Silver Spring",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE,TECH ROAD AND BROADBIRCH DRIVE,39.0572228166667,-76.9679963833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HOND,4S,WHITE,Citation,13-411(g),Transportation Article,No,BLACK,F,RIVERDALE,MD,MD,A - Marked Patrol,"(39.0572228166667, -76.9679963833333)"
12/01/2016,21:09:00,MCP,"3rd district, Silver Spring",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,GEORGIA AVE/CAMERON ST,38.9970233333333,-77.02911,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,HYUNDAI,SONATA,GRAY,Warning,22-412.2(d),Transportation Article,No,BLACK,M,FORT WASHINGTON,MD,MD,A - Marked Patrol,"(38.9970233333333, -77.02911)"
11/23/2016,03:08:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,27/355,39.2049383333333,-77.244115,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,CHEV,TK,BLACK,Warning,21-204(b),Transportation Article,No,BLACK,M,ODENTON,MD,MD,A - Marked Patrol,"(39.2049383333333, -77.244115)"
08/01/2013,12:37:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB I270 @ MUDDY BRANCH RD,39.1287896,-77.2040808666667,No,No,No,No,No,No,No,No,No,No,MI,02 - Automobile,2012.0,DODGE,DURANGO,BLACK,Citation,21-801.1,Transportation Article,No,OTHER,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1287896, -77.2040808666667)"
06/02/2014,01:03:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,GEORGIA AVE/ UNIVERSITY BLVD,39.058905,-77.0474716666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008.0,FORD,TRUCK,RED,Citation,21-301(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.058905, -77.0474716666667)"
11/28/2016,11:40:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PARKLAND DR @ FAROE PL,39.0698366666667,-77.0876883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,BUICK,4S,GREEN,Warning,21-201(a1),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0698366666667, -77.0876883333333)"
11/18/2015,09:41:00,MCP,"4th district, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,GEORGIA AVE / DAWSON AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994.0,HONDA,ACCORD,BLACK,Citation,13-401(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/21/2012,00:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,LOST KNIFE ROAD/MONTGOMERY VILLAGE AVE,39.1569623166667,-77.2026666,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1994.0,FORD,TAURUS,"GREEN, LGT",Citation,16-303(c),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1569623166667, -77.2026666)"
11/26/2016,10:33:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FAHTER HURLERY BLVD @ CRYSTAL ROCK DR,39.1921966666667,-77.2717733333333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2016.0,FORD,F250,GRAY,Warning,13-409(b),Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.1921966666667, -77.2717733333333)"
12/01/2016,21:22:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59 IN 40,WHITES FERRY RD / MORROW RD,39.1283466666667,-77.3401666666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,BMW,535I,GRAY,Warning,21-801(a),Transportation Article,No,ASIAN,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1283466666667, -77.3401666666667)"
05/30/2012,20:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GREAT SENECA HWY @ MUDDY BRANCH RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006.0,CHEVY,2500,GREEN,Citation,21-902(a2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
